number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_grow_policy,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,params_tree_method,state
18,0.5743147625481402,2026-04-16 13:50:16.094996,2026-04-16 13:50:19.525099,0 days 00:00:03.430103,0.8355128723684565,3.9623401949152077,depthwise,0.06671771392675703,1,4.341209982356952,1100,0.004451921284966376,0.0013860538750648385,0.8181785886376484,hist,COMPLETE
19,0.5814955371512569,2026-04-16 13:50:19.525255,2026-04-16 13:50:23.907665,0 days 00:00:04.382410,0.7275041888291987,3.523099287014974,depthwise,0.010509480845860123,3,3.5806911616377994,1050,0.2526238181940681,0.022116973245037603,0.8873459977473469,hist,COMPLETE
20,0.5318271794814607,2026-04-16 13:50:23.907823,2026-04-16 13:50:25.216568,0 days 00:00:01.308745,0.8059301156712013,3.773824883145467,depthwise,0.02778033977738005,10,4.509357413523924,250,0.19717168789214218,0.694353585014268,0.8110401623198924,hist,COMPLETE
21,0.5205048283655892,2026-04-16 13:50:25.216720,2026-04-16 13:50:26.487143,0 days 00:00:01.270423,0.8794220519905154,4.899304371819804,depthwise,0.02063749993873244,9,4.601672228653322,225,0.01509550660214643,0.01637736522794278,0.8451911357740479,hist,COMPLETE
22,0.5758387395450965,2026-04-16 13:50:26.487299,2026-04-16 13:50:31.850318,0 days 00:00:05.363019,0.7202943085732064,3.484886142283841,depthwise,0.14260214124298468,7,1.3365598599801953,1575,1.3316247774430428,0.12841843495156466,0.7018394103233259,hist,COMPLETE
23,0.5382959345602285,2026-04-16 13:50:31.850479,2026-04-16 13:50:32.228756,0 days 00:00:00.378277,0.74744981749936,5.07568559307808,depthwise,0.0729853514738843,2,3.1949351574663445,50,0.18490487126445668,0.006022982241950051,0.8424358442695072,hist,COMPLETE
24,0.5430050900134067,2026-04-16 13:50:32.228902,2026-04-16 13:50:37.123483,0 days 00:00:04.894581,0.7530404735363451,4.972838676901031,depthwise,0.026506645379019665,7,4.396893641976712,1500,0.09464069565308143,0.002116988633631583,0.7735431606118867,hist,COMPLETE
25,0.5374417697511233,2026-04-16 13:50:37.123645,2026-04-16 13:50:43.740528,0 days 00:00:06.616883,0.7985035387637728,4.893415877991789,depthwise,0.02077006447411961,4,4.568186220708453,1950,0.5803036163718746,0.055940986385379865,0.8153807769252718,hist,COMPLETE
26,0.5628163512009368,2026-04-16 13:50:43.740699,2026-04-16 13:50:50.269098,0 days 00:00:06.528399,0.8829728780440897,4.936416887721503,depthwise,0.017948038132577032,3,1.0972638657258154,1475,0.004128908967227584,1.8624667699955728,0.8907857154005174,hist,COMPLETE
27,0.5263833734563614,2026-04-16 13:50:50.269261,2026-04-16 13:50:50.726458,0 days 00:00:00.457197,0.777019545720385,5.899964457131009,depthwise,0.030310114166357094,10,2.7127365932692573,75,2.2419375129121226,0.9247350269763911,0.7588897784139171,hist,COMPLETE
28,0.5603297027263295,2026-04-16 13:50:50.726608,2026-04-16 13:50:53.150809,0 days 00:00:02.424201,0.823001445339834,5.808464322482343,depthwise,0.1280425574914764,2,3.2272050498334006,675,0.2631358372315448,0.09597802545737755,0.7194352987541537,hist,COMPLETE
